,drugbank_id,name,min dosage strength value,min dosage strength unit,max dosage strength value,max dosage strength unit,route,form,group,kinase inhibitor category,cas,smiles,ALOGPS solubility value,ALOGPS solubility unit
644,DB09068,Vortioxetine,5.0,mg/1,20.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,508233-74-7,CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1,0.00362,g/l
645,DB09071,Tasimelteon,20.0,mg,20.0,mg,Oral,Capsule,"['approved', 'investigational']",False,609799-22-6,[H][C@@]1(CN=C(O)CC)C[C@@]1([H])C1=C2CCOC2=CC=C1,0.0216,g/l
646,DB09073,Palbociclib,75.0,mg,125.0,mg,Oral,Capsule,"['approved', 'investigational']",True,571190-30-2,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,0.0174,g/l
647,DB09074,Olaparib,50.0,mg/1,150.0,mg/1,Oral,Capsule,['approved'],False,763113-22-0,OC1=NN=C(CC2=CC(C(=O)N3CCN(CC3)C(=O)C3CC3)=C(F)C=C2)C2=CC=CC=C12,0.119,g/l
648,DB09075,Edoxaban,15.0,mg,60.0,mg/1,Oral,Tablet,['approved'],False,480449-70-5,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1,0.0114,g/l
649,DB09078,Lenvatinib,4.0,mg/1,24.0,mg,Oral,Capsule,"['approved', 'investigational']",True,417716-92-8,COC1=C(C=C2C(OC3=CC(Cl)=C(NC(O)=NC4CC4)C=C3)=CC=NC2=C1)C(O)=N,0.0177,g/l
650,DB09079,Nintedanib,100.0,mg/1,150.0,mg/1,Oral,Capsule,['approved'],True,656247-17-5,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(O)=N2,0.0398,g/l
651,DB09081,Idebenone,150.0,mg,150.0,mg,Oral,Tablet,"['approved', 'investigational']",False,58186-27-9,COC1=C(OC)C(=O)C(CCCCCCCCCCCCO)=C(C)C1=O,0.00747,g/l
654,DB09092,Xanthinol,150.0,mg,300.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,2530-97-4,CN(CCO)CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,17.3,g/l
655,DB09097,Quinagolide,0.025,mg,0.15,mg,Oral,Tablet,"['approved', 'investigational']",False,87056-78-8,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,0.154,g/l
656,DB09101,Elvitegravir,85.0,mg,150.0,mg,Oral,"Tablet, film coated",['approved'],False,697761-98-1,[H][C@@](CO)(C(C)C)N1C=C(C(O)=O)C(=O)C2=C1C=C(OC)C(CC1=C(F)C(Cl)=CC=C1)=C2,0.00652,g/l
657,DB09102,Daclatasvir,30.0,mg/1,90.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,1009119-64-5,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C,0.00852,g/l
658,DB09115,Diiodohydroxyquinoline,210.0,mg,650.0,mg,Oral,Tablet,['approved'],False,83-73-8,OC1=C2N=CC=CC2=C(I)C=C1I,0.0815,g/l
659,DB09116,Calcium carbimide,50.0,mg,50.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,156-62-7,[Ca++].[N-]=C=[N-],8.71,g/l
660,DB09118,Stiripentol,250.0,mg,500.0,mg,Oral,Capsule,['approved'],False,49763-96-4,CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,0.405,g/l
661,DB09119,Eslicarbazepine acetate,200.0,mg,800.0,mg,Oral,Tablet,['approved'],False,236395-14-5,CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C12,0.11,g/l
663,DB09124,Medrogestone,5.0,mg,5.0,mg,Oral,Tablet,['approved'],False,977-79-7,[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,0.00404,g/l
664,DB09128,Brexpiprazole,0.25,mg,4.0,mg,Oral,Tablet,"['approved', 'investigational']",False,913611-97-9,O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1,0.00227,g/l
665,DB09143,Sonidegib,200.0,mg/1,200.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,956697-53-3,[H][C@]1(C)CN(C[C@@]([H])(C)O1)C1=CC=C(NC(=O)C2=CC=CC(=C2C)C2=CC=C(OC(F)(F)F)C=C2)C=N1,0.00155,g/l
666,DB09183,Dasabuvir,250.0,mg,250.0,mg,Oral,"Tablet, film coated",['approved'],False,1132935-63-7,COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C,0.000799,g/l
667,DB09267,Strontium ranelate,2000.0,mg,2000.0,mg,Oral,Granule,"['approved', 'withdrawn']",False,135459-87-9,[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O,2.17,g/l
668,DB09270,Ubidecarenone,10.0,mg,100.0,mg,Oral,Capsule,"['approved', 'investigational', 'nutraceutical']",False,303-98-0,COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O,0.000193,g/l
670,DB08827,Lomitapide,5.0,mg,60.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,182431-12-5,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12,,
671,DB09299,Tenofovir alafenamide,25.0,mg,25.0,mg,Oral,Tablet,['approved'],False,379270-37-8,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1,0.236,g/l
672,DB09300,Butylscopolamine,10.0,mg,20.0,mg,Oral,Tablet,"['approved', 'investigational', 'vet_approved']",False,7182-53-8,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,0.00201,g/l
673,DB09333,Iopodic acid,500.0,mg,500.0,mg,Oral,Capsule,"['approved', 'investigational', 'withdrawn']",False,5587-89-3,CN(C)C=NC1=C(I)C=C(I)C(CCC(O)=O)=C1I,0.00819,g/l
674,DB09389,Norgestrel,0.075,mg,0.075,mg,Oral,Tablet,['approved'],False,6533-00-2,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,0.00583,g/l
675,DB09396,Propoxyphene napsylate,100.0,mg/1,100.0,mg/1,Oral,"Tablet, film coated",['approved'],False,,O.OS(=O)(=O)C1=CC2=CC=CC=C2C=C1.CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,0.00419,g/l
676,DB09418,Potassium perchlorate,200.0,mg,200.0,mg,Oral,Capsule,"['approved', 'investigational']",False,3811-04-9,[K]O[Cl](=O)(=O)=O,,
677,DB09419,Xylose,25000.0,mg,25000.0,mg,Oral,"Powder, for solution",['approved'],False,58-86-6,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,380.0,g/l
678,DB09510,Urea C-13,45.0,mg,100.0,mg,Oral,"Powder, for solution",['approved'],False,,N[13C](O)=N,11.8,g/l
679,DB09570,Ixazomib,2.3,mg,4.0,mg,Oral,Capsule,"['approved', 'investigational']",False,1072833-77-2,[H][C@@](CC(C)C)(N=C(O)CN=C(O)C1=C(Cl)C=CC(Cl)=C1)B(O)O,0.0179,g/l
680,DB11093,Calcium Citrate,350.0,mg,500.0,mg,Oral,Tablet,['approved'],False,813-94-5,[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,4.12,g/l
681,DB11106,Pamabrom,50.0,mg/1,50.0,mg/1,Oral,"Capsule, liquid filled",['approved'],False,606-04-2,CC(C)(N)CO.CN1C2=C(N=C(Br)N2)C(=O)N(C)C1=O,3.88,g/l
682,DB08880,Teriflunomide,7.0,mg/1,14.0,mg,Oral,"Tablet, film coated",['approved'],False,163451-81-8,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,0.0124,g/l
683,DB11136,Chromium,0.2,mg,0.5,mg,Oral,Tablet,['approved'],False,7440-47-3,[Cr],,
684,DB11248,Zinc gluconate,10.0,mg,50.0,mg,Oral,Tablet,"['approved', 'vet_approved']",False,4468-02-4,[Zn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,40.0,g/l
685,DB11256,Levomefolic acid,15.0,mg/1,15.0,mg/1,Oral,"Tablet, coated","['approved', 'investigational']",False,31690-09-2,CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2,0.332,g/l
686,DB08887,Icosapent ethyl,500.0,mg/1,1000.0,mg/1,Oral,Capsule,"['approved', 'investigational', 'nutraceutical']",False,86227-47-6,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,9.83e-05,g/l
687,DB11363,Alectinib,150.0,mg/1,150.0,mg/1,Oral,Capsule,"['approved', 'investigational']",True,,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=C(N1)C=C(C=C3)C#N)C2=O,0.0105,g/l
688,DB11560,Lesinurad,200.0,mg,200.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,878672-00-5,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,0.00779,g/l
689,DB11581,Venetoclax,10.0,mg,100.0,mg,Oral,Tablet,"['approved', 'investigational']",False,1257044-40-8,CC1(C)CCC(CN2CCN(CC2)C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C(=C3)[N+]([O-])=O)C(OC3=CN=C4NC=CC4=C3)=C2)=C(C1)C1=CC=C(Cl)C=C1,0.000933,g/l
690,DB11586,Asunaprevir,100.0,mg,100.0,mg,Oral,Capsule,"['approved', 'investigational']",False,630420-16-5,[H][C@@](N=C(O)OC(C)(C)C)(C(=O)N1C[C@@]([H])(C[C@@]1([H])C(O)=N[C@@]1(C[C@@]1([H])C=C)C(O)=NS(=O)(=O)C1CC1)OC1=NC=C(OC)C2=C1C=C(Cl)C=C2)C(C)(C)C,0.00329,g/l
691,DB11591,Bilastine,20.0,mg,20.0,mg,Oral,Tablet,"['approved', 'investigational']",False,202189-78-4,CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1,0.00203,g/l
692,DB11614,Rupatadine,1.0,mg,10.0,mg,Oral,Solution,['approved'],False,158876-82-5,CC1=CC(CN2CCC(CC2)=C2C3=CC=C(Cl)C=C3CCC3=C2N=CC=C3)=CN=C1,0.00544,g/l
693,DB11622,Dehydrocholic acid,300.0,mg,300.0,mg,Oral,Tablet,"['approved', 'experimental']",False,81-23-2,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C,0.00705,g/l
694,DB11632,Opicapone,25.0,mg,50.0,mg,Oral,Capsule,"['approved', 'investigational']",False,923287-50-7,CC1=C(C2=NOC(=N2)C2=CC(=C(O)C(O)=C2)[N+]([O-])=O)C(Cl)=[N+]([O-])C(C)=C1Cl,0.044,g/l
695,DB11634,Colestilan chloride,1000.0,mg,3000.0,mg,Oral,"Tablet, film coated","['approved', 'investigational', 'withdrawn']",False,95522-45-5,,,
697,DB11642,Pitolisant,4.5,mg,18.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,362665-56-3,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1,0.00142,g/l
698,DB11644,Tafamidis,20.0,mg,20.0,mg,Oral,Capsule,"['approved', 'investigational']",False,594839-88-0,OC(=O)C1=CC2=C(C=C1)N=C(O2)C1=CC(Cl)=CC(Cl)=C1,0.0323,g/l
699,DB11691,Naldemedine,0.2,mg/1,0.2,mg/1,Oral,Tablet,"['approved', 'investigational']",False,916072-89-4,[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CC6)CC[C@@]14[C@@]5(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O)=CC=C3O,0.227,g/l
700,DB11703,Acalabrutinib,100.0,mg/1,100.0,mg/1,Oral,"Capsule, gelatin coated","['approved', 'investigational']",True,1420477-60-6,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1,0.0109,g/l
701,DB11730,Ribociclib,200.0,mg/1,200.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",True,1211441-98-3,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1,0.231,g/l
702,DB11793,Niraparib,100.0,mg/1,100.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,1038915-60-4,NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1,0.0149,g/l
703,DB11827,Ertugliflozin,5.0,mg/1,15.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,1210344-57-2,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1,0.119,g/l
704,DB11828,Neratinib,40.0,mg/1,40.0,mg/1,Oral,Tablet,"['approved', 'investigational']",True,698387-09-6,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N,0.00674,g/l
705,DB11901,Apalutamide,60.0,mg/1,60.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,956104-40-8,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F,0.00178,g/l
706,DB11915,Valbenazine,40.0,mg/1,80.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,1025504-45-3,COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1,0.0383,g/l
707,DB11921,Deflazacort,6.0,mg/1,36.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,14484-47-0,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@]([H])(O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,0.0175,g/l
708,DB11989,Benznidazole,12.5,mg/1,100.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,22994-85-0,OC(CN1C=CN=C1N(=O)=O)=NCC1=CC=CC=C1,0.306,g/l
709,DB12001,Abemaciclib,50.0,mg/1,200.0,mg/1,Oral,Tablet,"['approved', 'investigational']",True,1231929-97-7,CCN1CCN(CC2=CC=C(NC3=NC=C(F)C(=N3)C3=CC(F)=C4N=C(C)N(C(C)C)C4=C3)N=C2)CC1,0.0159,g/l
710,DB12095,Telotristat ethyl,250.0,mg/1,250.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,1033805-22-9,CCOC(=O)[C@@H](N)CC1=CC=C(C=C1)C1=NC(N)=NC(O[C@H](C2=CC=C(Cl)C=C2N2C=CC(C)=N2)C(F)(F)F)=C1,0.00294,g/l
711,DB12161,Deutetrabenazine,6.0,mg/1,12.0,mg/1,Oral,"Tablet, coated","['approved', 'investigational']",False,1392826-25-3,[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,0.361,g/l
712,DB12267,Brigatinib,30.0,mg/1,180.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",True,1197953-54-0,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,0.022,g/l
713,DB12278,Propiverine,5.0,mg,45.0,mg,Oral,Tablet,"['approved', 'investigational']",False,60569-19-9,CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,0.00635,g/l
714,DB12332,Rucaparib,200.0,mg/1,300.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,283173-50-2,CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,0.0114,g/l
715,DB12364,Betrixaban,40.0,mg/1,80.0,mg/1,Oral,"Capsule, gelatin coated","['approved', 'investigational']",False,330942-05-7,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,0.0163,g/l
716,DB13156,Inosine pranobex,500.0,mg,500.0,mg,Oral,Tablet,['approved'],False,36703-88-5,C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O,13.8,g/l
717,DB13170,Plecanatide,3.0,mg/1,3.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,467426-54-6,[H][C@](C)(O)[C@]1([H])N=C(O)[C@]2([H])CSSC[C@]([H])(N=C(O)[C@]([H])(CCC(O)=O)N=C(O)[C@]([H])(CC(O)=O)N=C(O)[C@@]([H])(N)CC(O)=N)C(O)=N[C@@]([H])(CCC(O)=O)C(O)=N[C@@]([H])(CC(C)C)C(O)=N[C@@]([H])(CSSC[C@]([H])(N=C(O)CN=C1O)C(O)=N[C@@]([H])(CC(C)C)C(O)=O)C(O)=N[C@@]([H])(C(C)C)C(O)=N[C@@]([H])(CC(O)=N)C(O)=N[C@@]([H])(C(C)C)C(O)=N[C@@]([H])(C)C(O)=N2,0.165,g/l
718,DB13231,Calcium lactate,324.0,mg,650.0,mg,Oral,Tablet,"['approved', 'experimental', 'investigational', 'vet_approved']",False,814-80-2,[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O,191.0,g/l
719,DB13257,Ferrous sulfate,65.0,mg/1,325.0,mg/1,Oral,Tablet,"['approved', 'experimental']",False,7782-63-0,O.O.O.O.O.O.O.[Fe++].[O-]S([O-])(=O)=O,,
720,DB13301,Magnesium pidolate,1500.0,mg,1500.0,mg,Oral,Powder,"['approved', 'experimental', 'investigational']",False,62003-27-4,[Mg++].[O-]C(=O)[C@@H]1CCC(=O)N1.[O-]C(=O)[C@@H]1CCC(=O)N1,3.75,g/l
721,DB13620,Potassium gluconate,4680.0,mg,50.0,mg,Oral,Elixir,"['approved', 'experimental']",False,299-27-4,[K+].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,833.0,g/l
722,DB13707,Sodium tartrate,5600.0,mg,5600.0,mg,Oral,Liquid,"['approved', 'experimental']",False,868-18-8,[Na+].[Na+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,779.0,g/l
723,DB13853,Anethole trithione,12.5,mg,25.0,mg,Oral,Tablet,"['approved', 'experimental']",False,532-11-6,COC1=CC=C(C=C1)C1=CC(=S)SS1,0.00879,g/l
724,DB13873,Fenofibric acid,35.0,mg/1,135.0,mg/1,Oral,Tablet,['approved'],False,42017-89-0,CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O,0.0051,g/l
725,DB13874,Enasidenib,50.0,mg/1,100.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,1446502-11-9,CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F,0.0366,g/l
727,DB13909,Bismuth Subgallate,200.0,mg,400.0,mg,Oral,"Tablet, chewable",['approved'],False,99-26-3,O[Bi]1OC2=CC(=CC(O)=C2O1)C(O)=O,44.8,g/l
728,DB09074,Olaparib,50.0,mg/1,150.0,mg/1,Oral,Capsule,['approved'],False,763113-22-0,OC1=NN=C(CC2=CC(C(=O)N3CCN(CC3)C(=O)C3CC3)=C(F)C=C2)C2=CC=CC=C12,0.119,g/l
729,DB13949,Ferric cation,210.0,mg/1,210.0,mg/1,Oral,"Tablet, coated",['approved'],False,20074-52-6,[Fe+3],,
730,DB09078,Lenvatinib,4.0,mg/1,24.0,mg,Oral,Capsule,"['approved', 'investigational']",True,417716-92-8,COC1=C(C=C2C(OC3=CC(Cl)=C(NC(O)=NC4CC4)C=C3)=CC=NC2=C1)C(O)=N,0.0177,g/l
731,DB09079,Nintedanib,100.0,mg/1,150.0,mg/1,Oral,Capsule,['approved'],True,656247-17-5,COC(=O)C1=CC2=C(C=C1)\C(=C(\NC1=CC=C(C=C1)N(C)C(=O)CN1CCN(C)CC1)C1=CC=CC=C1)C(O)=N2,0.0398,g/l
732,DB09081,Idebenone,150.0,mg,150.0,mg,Oral,Tablet,"['approved', 'investigational']",False,58186-27-9,COC1=C(OC)C(=O)C(CCCCCCCCCCCCO)=C(C)C1=O,0.00747,g/l
733,DB09083,Ivabradine,5.0,mg/1,7.5,mg,Oral,"Tablet, film coated",['approved'],False,155974-00-8,COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1,0.0202,g/l
734,DB09090,Pinaverium,50.0,mg,100.0,mg,Oral,Tablet,['approved'],False,59995-65-2,COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(Br)=C1,3.42e-06,g/l
735,DB09092,Xanthinol,150.0,mg,300.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,2530-97-4,CN(CCO)CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,17.3,g/l
736,DB09097,Quinagolide,0.025,mg,0.15,mg,Oral,Tablet,"['approved', 'investigational']",False,87056-78-8,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,0.154,g/l
737,DB09101,Elvitegravir,85.0,mg,150.0,mg,Oral,"Tablet, film coated",['approved'],False,697761-98-1,[H][C@@](CO)(C(C)C)N1C=C(C(O)=O)C(=O)C2=C1C=C(OC)C(CC1=C(F)C(Cl)=CC=C1)=C2,0.00652,g/l
738,DB09102,Daclatasvir,30.0,mg/1,90.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,1009119-64-5,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C,0.00852,g/l
739,DB09115,Diiodohydroxyquinoline,210.0,mg,650.0,mg,Oral,Tablet,['approved'],False,83-73-8,OC1=C2N=CC=CC2=C(I)C=C1I,0.0815,g/l
740,DB09116,Calcium carbimide,50.0,mg,50.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,156-62-7,[Ca++].[N-]=C=[N-],8.71,g/l
741,DB09118,Stiripentol,250.0,mg,500.0,mg,Oral,Capsule,['approved'],False,49763-96-4,CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,0.405,g/l
742,DB09119,Eslicarbazepine acetate,200.0,mg,800.0,mg,Oral,Tablet,['approved'],False,236395-14-5,CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C12,0.11,g/l
743,DB09123,Dienogest,2.0,mg,2.0,mg,Oral,Tablet,['approved'],False,65928-58-7,[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H],0.0761,g/l
744,DB09124,Medrogestone,5.0,mg,5.0,mg,Oral,Tablet,['approved'],False,977-79-7,[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,0.00404,g/l
746,DB09128,Brexpiprazole,0.25,mg,4.0,mg,Oral,Tablet,"['approved', 'investigational']",False,913611-97-9,O=C1NC2=CC(OCCCCN3CCN(CC3)C3=C4C=CSC4=CC=C3)=CC=C2C=C1,0.00227,g/l
747,DB09143,Sonidegib,200.0,mg/1,200.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,956697-53-3,[H][C@]1(C)CN(C[C@@]([H])(C)O1)C1=CC=C(NC(=O)C2=CC=CC(=C2C)C2=CC=C(OC(F)(F)F)C=C2)C=N1,0.00155,g/l
749,DB09183,Dasabuvir,250.0,mg,250.0,mg,Oral,"Tablet, film coated",['approved'],False,1132935-63-7,COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C,0.000799,g/l
751,DB09267,Strontium ranelate,2000.0,mg,2.0,g,Oral,Granule,"['approved', 'withdrawn']",False,135459-87-9,[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O,2.17,g/l
752,DB09270,Ubidecarenone,10.0,mg,100.0,mg,Oral,Capsule,"['approved', 'investigational', 'nutraceutical']",False,303-98-0,COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O,0.000193,g/l
753,DB09272,Eluxadoline,75.0,mg/1,100.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,864821-90-9,COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O,0.00268,g/l
754,DB09278,Activated charcoal,1000.0,mg,1000.0,mg/g,Oral,"Powder, for solution",['approved'],False,64365-11-3,[C],0.0,g/l
756,DB09299,Tenofovir alafenamide,25.0,mg,25.0,mg,Oral,Tablet,['approved'],False,379270-37-8,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1,0.236,g/l
757,DB09300,Butylscopolamine,10.0,mg,20.0,mg,Oral,Tablet,"['approved', 'investigational', 'vet_approved']",False,7182-53-8,CCCC[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,0.00201,g/l
